Chr	Contig	Contig length	Window	Start	End	Window length	Number of filtered sites	Number of SNPs
X	NW_023496846.1	6492416	107	3780858	3782272	1415	1000	564
X	NW_023496846.1	6492416	108	3782273	3783496	1224	1000	612
X	NW_023496846.1	6492416	109	3783497	3784540	1044	1000	630
X	NW_023496846.1	6492416	110	3784541	3785622	1082	1000	645
X	NW_023496846.1	6492416	111	3785623	3787262	1640	1000	583
X	NW_023496846.1	6492416	112	3787263	3789095	1833	1000	568
X	NW_023496846.1	6492416	113	3789096	3790162	1067	1000	699
X	NW_023496846.1	6492416	114	3790163	3791447	1285	1000	707
X	NW_023496846.1	6492416	115	3791448	3792537	1090	1000	585
X	NW_023496846.1	6492416	116	3792538	3793614	1077	1000	593
X	NW_023496846.1	6492416	117	3793615	3794743	1129	1000	734
X	NW_023496846.1	6492416	118	3794744	3795801	1058	1000	672
X	NW_023496846.1	6492416	119	3795802	3797147	1346	1000	586
X	NW_023496846.1	6492416	120	3797148	3799248	2101	1000	723
X	NW_023496846.1	6492416	121	3799249	3801163	1915	1000	647
X	NW_023496846.1	6492416	122	3801164	3802598	1435	1000	722
X	NW_023496846.1	6492416	123	3802599	3803827	1229	1000	590
3R	NW_023496837.1	5179314	0	587474	588609	1136	1000	577
3R	NW_023496837.1	5179314	1	588610	590413	1804	1000	604
3R	NW_023496837.1	5179314	2	590414	591556	1143	1000	538
3R	NW_023496837.1	5179314	3	591557	592805	1249	1000	547
3R	NW_023496837.1	5179314	4	592806	594606	1801	1000	630
3R	NW_023496837.1	5179314	5	594607	595606	1000	1000	551
3R	NW_023496837.1	5179314	6	595607	596649	1043	1000	589
3R	NW_023496837.1	5179314	7	596650	597780	1131	1000	568
3R	NW_023496837.1	5179314	8	597781	598947	1167	1000	622
3R	NW_023496837.1	5179314	9	598948	599988	1041	1000	623
3R	NW_023496837.1	5179314	10	599989	601136	1148	1000	618
3R	NW_023496837.1	5179314	11	601137	602165	1029	1000	584
3R	NW_023496837.1	5179314	12	602166	603744	1579	1000	644
3R	NW_023496837.1	5179314	13	603745	604801	1057	1000	592
3R	NW_023496837.1	5179314	14	604802	605976	1175	1000	554
3R	NW_023496837.1	5179314	15	605977	607062	1086	1000	560
3R	NW_023496837.1	5179314	16	607063	608144	1082	1000	600
3R	NW_023496837.1	5179314	17	608145	609381	1237	1000	603
3R	NW_023496837.1	5179314	18	609382	610586	1205	1000	610
3R	NW_023496837.1	5179314	19	610587	611608	1022	1000	579
3R	NW_023496837.1	5179314	20	611609	612722	1114	1000	564
3R	NW_023496837.1	5179314	21	612723	613858	1136	1000	587
3R	NW_023496837.1	5179314	22	613859	615188	1330	1000	543
3R	NW_023496837.1	5179314	23	615189	616363	1175	1000	640
3R	NW_023496837.1	5179314	24	616364	617385	1022	1000	549
3R	NW_023496837.1	5179314	25	617386	618520	1135	1000	564
3R	NW_023496837.1	5179314	26	618521	619631	1111	1000	607
3R	NW_023496837.1	5179314	27	619632	620679	1048	1000	595
3R	NW_023496837.1	5179314	28	620680	621727	1048	1000	571
3R	NW_023496837.1	5179314	29	621728	622734	1007	1000	564
3R	NW_023496837.1	5179314	30	622735	624219	1485	1000	559
3R	NW_023496837.1	5179314	31	624220	625900	1681	1000	587
3R	NW_023496837.1	5179314	32	625901	627068	1168	1000	619
3R	NW_023496837.1	5179314	33	627069	628293	1225	1000	576
3R	NW_023496837.1	5179314	34	628294	629412	1119	1000	617
3R	NW_023496837.1	5179314	35	629413	630600	1188	1000	534
3R	NW_023496837.1	5179314	36	630601	632393	1793	1000	604
3R	NW_023496837.1	5179314	37	632394	633449	1056	1000	606
3R	NW_023496837.1	5179314	38	633450	634804	1355	1000	555
3R	NW_023496837.1	5179314	39	634805	637279	2475	1000	569
3R	NW_023496837.1	5179314	40	637280	638680	1401	1000	565
3R	NW_023496837.1	5179314	41	638681	640064	1384	1000	606
3R	NW_023496837.1	5179314	42	640065	641195	1131	1000	552
3R	NW_023496837.1	5179314	43	641196	646325	5130	1000	534
3R	NW_023496837.1	5179314	44	646326	649056	2731	1000	528
3R	NW_023496837.1	5179314	45	649057	651572	2516	1000	589
3R	NW_023496837.1	5179314	46	651573	654323	2751	1000	520
3R	NW_023496837.1	5179314	47	654324	656153	1830	1000	585
3R	NW_023496837.1	5179314	48	656154	657419	1266	1000	559
3R	NW_023496837.1	5179314	49	657420	658432	1013	1000	593
3R	NW_023496837.1	5179314	50	658433	659504	1072	1000	555
3R	NW_023496837.1	5179314	51	659505	660574	1070	1000	607
3R	NW_023496837.1	5179314	52	660575	661728	1154	1000	577
3R	NW_023496837.1	5179314	53	661729	663869	2141	1000	529
3R	NW_023496837.1	5179314	54	663870	664892	1023	1000	516
3R	NW_023496837.1	5179314	55	664893	665929	1037	1000	516
3R	NW_023496837.1	5179314	56	665930	666969	1040	1000	650
3R	NW_023496837.1	5179314	57	666970	668059	1090	1000	540
3R	NW_023496837.1	5179314	58	668060	669346	1287	1000	585
3R	NW_023496837.1	5179314	59	669347	670392	1046	1000	530
3R	NW_023496837.1	5179314	60	670393	671414	1022	1000	547
3R	NW_023496837.1	5179314	61	671415	672449	1035	1000	536
3R	NW_023496837.1	5179314	62	672450	673485	1036	1000	625
3R	NW_023496837.1	5179314	63	673486	675258	1773	1000	521
3R	NW_023496837.1	5179314	64	675259	677724	2466	1000	548
3R	NW_023496837.1	5179314	65	677725	686794	9070	1000	530
3R	NW_023496837.1	5179314	66	686795	712315	25521	1000	503
3R	NW_023496837.1	5179314	67	712316	714755	2440	1000	433
3R	NW_023496837.1	5179314	68	714756	716207	1452	1000	529
3R	NW_023496837.1	5179314	69	716208	717409	1202	1000	617
3R	NW_023496837.1	5179314	70	717410	718429	1020	1000	596
3R	NW_023496837.1	5179314	71	718430	719569	1140	1000	625
3R	NW_023496837.1	5179314	72	719570	720615	1046	1000	525
3R	NW_023496837.1	5179314	73	720616	723219	2604	1000	519
3R	NW_023496837.1	5179314	74	723220	724459	1240	1000	633
3R	NW_023496837.1	5179314	75	724460	725788	1329	1000	628
3R	NW_023496837.1	5179314	76	725789	727249	1461	1000	558
3R	NW_023496837.1	5179314	77	727250	728273	1024	1000	601
3R	NW_023496837.1	5179314	78	728274	729306	1033	1000	647
3R	NW_023496837.1	5179314	79	729307	730370	1064	1000	659
3R	NW_023496837.1	5179314	80	730371	731404	1034	1000	616
3R	NW_023496837.1	5179314	81	731405	732615	1211	1000	643
3R	NW_023496837.1	5179314	82	732616	733921	1306	1000	664
3R	NW_023496837.1	5179314	83	733922	734959	1038	1000	636
3R	NW_023496837.1	5179314	84	734960	736520	1561	1000	647
3R	NW_023496837.1	5179314	85	736521	737659	1139	1000	653
3R	NW_023496837.1	5179314	86	737660	739511	1852	1000	654
3R	NW_023496837.1	5179314	87	739512	740677	1166	1000	606
3R	NW_023496837.1	5179314	88	740678	742314	1637	1000	675
3R	NW_023496837.1	5179314	89	742315	743374	1060	1000	603
3R	NW_023496837.1	5179314	90	743375	744560	1186	1000	654
3R	NW_023496837.1	5179314	91	744561	745664	1104	1000	684
3R	NW_023496837.1	5179314	92	745665	746811	1147	1000	680
3R	NW_023496837.1	5179314	93	746812	747981	1170	1000	666
3R	NW_023496837.1	5179314	94	747982	749087	1106	1000	613
3R	NW_023496837.1	5179314	95	749088	750359	1272	1000	673
3R	NW_023496837.1	5179314	96	750360	751721	1362	1000	662
3R	NW_023496837.1	5179314	97	751722	752852	1131	1000	652
3R	NW_023496837.1	5179314	98	752853	754046	1194	1000	613
3R	NW_023496837.1	5179314	99	754047	755207	1161	1000	690
3R	NW_023496837.1	5179314	100	755208	756818	1611	1000	676
3R	NW_023496837.1	5179314	101	756819	758232	1414	1000	646
3R	NW_023496837.1	5179314	102	758233	759609	1377	1000	615
3R	NW_023496837.1	5179314	103	759610	760705	1096	1000	657
3R	NW_023496837.1	5179314	104	760706	762046	1341	1000	671
3R	NW_023496837.1	5179314	105	762047	763354	1308	1000	660
3R	NW_023496837.1	5179314	106	763355	764412	1058	1000	670
3R	NW_023496837.1	5179314	107	764413	765540	1128	1000	635
3R	NW_023496837.1	5179314	108	765541	766686	1146	1000	683
3R	NW_023496837.1	5179314	109	766687	767883	1197	1000	724
3R	NW_023496837.1	5179314	110	767884	769297	1414	1000	690
3R	NW_023496837.1	5179314	111	769298	770606	1309	1000	669
3R	NW_023496837.1	5179314	112	770607	771845	1239	1000	645
3R	NW_023496837.1	5179314	113	771846	772997	1152	1000	621
3R	NW_023496837.1	5179314	114	772998	774650	1653	1000	661
3R	NW_023496837.1	5179314	115	774651	776313	1663	1000	636
3R	NW_023496837.1	5179314	116	776314	777369	1056	1000	565
3R	NW_023496837.1	5179314	117	777370	778446	1077	1000	552
3R	NW_023496837.1	5179314	118	778447	779904	1458	1000	619
3R	NW_023496837.1	5179314	119	779905	780944	1040	1000	539
3R	NW_023496837.1	5179314	120	780945	781959	1015	1000	534
3R	NW_023496837.1	5179314	121	781960	783191	1232	1000	562
3R	NW_023496837.1	5179314	122	783192	784193	1002	1000	517
3R	NW_023496837.1	5179314	123	784194	785572	1379	1000	601
2R	NW_023496808.1	9130409	0	7126354	7127476	1123	1000	596
2R	NW_023496808.1	9130409	1	7127477	7128969	1493	1000	594
2R	NW_023496808.1	9130409	2	7128970	7130529	1560	1000	626
2R	NW_023496808.1	9130409	3	7130530	7131537	1008	1000	576
2R	NW_023496808.1	9130409	4	7131538	7132548	1011	1000	542
2R	NW_023496808.1	9130409	5	7132549	7133710	1162	1000	558
2R	NW_023496808.1	9130409	6	7133711	7134720	1010	1000	525
2R	NW_023496808.1	9130409	7	7134721	7135724	1004	1000	499
2R	NW_023496808.1	9130409	8	7135725	7136786	1062	1000	577
2R	NW_023496808.1	9130409	9	7136787	7137887	1101	1000	545
2R	NW_023496808.1	9130409	10	7137888	7138997	1110	1000	514
2R	NW_023496808.1	9130409	11	7138998	7140332	1335	1000	559
2R	NW_023496808.1	9130409	12	7140333	7141467	1135	1000	589
2R	NW_023496808.1	9130409	13	7141468	7142529	1062	1000	603
2R	NW_023496808.1	9130409	14	7142530	7143551	1022	1000	539
2R	NW_023496808.1	9130409	15	7143552	7144638	1087	1000	549
2R	NW_023496808.1	9130409	16	7144639	7145689	1051	1000	578
2R	NW_023496808.1	9130409	17	7145690	7146816	1127	1000	564
2R	NW_023496808.1	9130409	18	7146817	7148494	1678	1000	591
2R	NW_023496808.1	9130409	19	7148495	7149611	1117	1000	541
2R	NW_023496808.1	9130409	20	7149612	7150792	1181	1000	554
2R	NW_023496808.1	9130409	21	7150793	7152004	1212	1000	578
2R	NW_023496808.1	9130409	22	7152005	7153004	1000	1000	591
2R	NW_023496808.1	9130409	23	7153005	7154329	1325	1000	590
2R	NW_023496808.1	9130409	24	7154330	7155332	1003	1000	560
2R	NW_023496808.1	9130409	25	7155333	7156447	1115	1000	618
2R	NW_023496808.1	9130409	26	7156448	7157471	1024	1000	582
2R	NW_023496808.1	9130409	27	7157472	7158537	1066	1000	580
2R	NW_023496808.1	9130409	28	7158538	7159707	1170	1000	590
2R	NW_023496808.1	9130409	29	7159708	7160729	1022	1000	552
2R	NW_023496808.1	9130409	30	7160730	7161754	1025	1000	595
2R	NW_023496808.1	9130409	31	7161755	7163062	1308	1000	625
2R	NW_023496808.1	9130409	32	7163063	7164134	1072	1000	571
2R	NW_023496808.1	9130409	33	7164135	7166127	1993	1000	573
2R	NW_023496808.1	9130409	34	7166128	7167130	1003	1000	508
2R	NW_023496808.1	9130409	35	7167131	7168152	1022	1000	614
2R	NW_023496808.1	9130409	36	7168153	7169251	1099	1000	570
2R	NW_023496808.1	9130409	37	7169252	7170365	1114	1000	536
2R	NW_023496808.1	9130409	38	7170366	7171595	1230	1000	559
2R	NW_023496808.1	9130409	39	7171596	7172678	1083	1000	533
2R	NW_023496808.1	9130409	40	7172679	7174817	2139	1000	659
2R	NW_023496808.1	9130409	41	7174818	7176145	1328	1000	604
2R	NW_023496808.1	9130409	42	7176146	7177205	1060	1000	569
2R	NW_023496808.1	9130409	43	7177206	7178237	1032	1000	540
2R	NW_023496808.1	9130409	44	7178238	7179237	1000	1000	535
2R	NW_023496808.1	9130409	45	7179238	7180310	1073	1000	644
2R	NW_023496808.1	9130409	46	7180311	7181332	1022	1000	506
2R	NW_023496808.1	9130409	47	7181333	7183299	1967	1000	604
2R	NW_023496808.1	9130409	48	7183300	7184390	1091	1000	507
2R	NW_023496808.1	9130409	49	7184391	7185711	1321	1000	608
2R	NW_023496808.1	9130409	50	7185712	7186939	1228	1000	531
2R	NW_023496808.1	9130409	51	7186940	7188187	1248	1000	587
2R	NW_023496808.1	9130409	52	7188188	7190181	1994	1000	649
2R	NW_023496808.1	9130409	53	7190182	7192075	1894	1000	599
2R	NW_023496808.1	9130409	54	7192076	7193238	1163	1000	564
2R	NW_023496808.1	9130409	55	7193239	7194378	1140	1000	571
2R	NW_023496808.1	9130409	56	7194379	7195478	1100	1000	556
2R	NW_023496808.1	9130409	57	7195479	7197070	1592	1000	635
2R	NW_023496808.1	9130409	58	7197071	7199981	2911	1000	623
2R	NW_023496808.1	9130409	59	7199982	7202265	2284	1000	596
2R	NW_023496808.1	9130409	60	7202266	7203458	1193	1000	554
2R	NW_023496808.1	9130409	61	7203459	7204661	1203	1000	618
2R	NW_023496808.1	9130409	62	7204662	7205708	1047	1000	582
2R	NW_023496808.1	9130409	63	7205709	7207014	1306	1000	601
2R	NW_023496808.1	9130409	64	7207015	7209028	2014	1000	574
2R	NW_023496808.1	9130409	65	7209029	7210665	1637	1000	584
2R	NW_023496808.1	9130409	66	7210666	7211677	1012	1000	503
2R	NW_023496808.1	9130409	67	7211678	7212727	1050	1000	596
2R	NW_023496808.1	9130409	68	7212728	7214188	1461	1000	629
2R	NW_023496808.1	9130409	69	7214189	7215227	1039	1000	546
2R	NW_023496808.1	9130409	70	7215228	7216373	1146	1000	551
2R	NW_023496808.1	9130409	71	7216374	7217455	1082	1000	603
2R	NW_023496808.1	9130409	72	7217456	7219614	2159	1000	539
2R	NW_023496808.1	9130409	73	7219615	7220935	1321	1000	629
2R	NW_023496808.1	9130409	74	7220936	7222081	1146	1000	636
2R	NW_023496808.1	9130409	75	7222082	7223272	1191	1000	620
2R	NW_023496808.1	9130409	76	7223273	7224366	1094	1000	615
2R	NW_023496808.1	9130409	77	7224367	7225366	1000	1000	575
2R	NW_023496808.1	9130409	78	7225367	7226517	1151	1000	585
2R	NW_023496808.1	9130409	79	7226518	7227615	1098	1000	579
2R	NW_023496808.1	9130409	80	7227616	7228615	1000	1000	541
2R	NW_023496808.1	9130409	81	7228616	7229964	1349	1000	564
2R	NW_023496808.1	9130409	82	7229965	7231032	1068	1000	580
2R	NW_023496808.1	9130409	83	7231033	7232063	1031	1000	514
2R	NW_023496808.1	9130409	84	7232064	7234005	1942	1000	559
2R	NW_023496808.1	9130409	85	7234006	7235241	1236	1000	614
2R	NW_023496808.1	9130409	86	7235242	7236303	1062	1000	489
2R	NW_023496808.1	9130409	87	7236304	7237368	1065	1000	500
2R	NW_023496808.1	9130409	88	7237369	7238427	1059	1000	559
2R	NW_023496808.1	9130409	89	7238428	7239427	1000	1000	509
2R	NW_023496808.1	9130409	90	7239428	7241189	1762	1000	642
2R	NW_023496808.1	9130409	91	7241190	7242499	1310	1000	572
2R	NW_023496808.1	9130409	92	7242500	7244782	2283	1000	614
2R	NW_023496808.1	9130409	93	7244783	7245916	1134	1000	600
2R	NW_023496808.1	9130409	94	7245917	7247132	1216	1000	605
2R	NW_023496808.1	9130409	95	7247133	7248193	1061	1000	582
2R	NW_023496808.1	9130409	96	7248194	7249238	1045	1000	546
2R	NW_023496808.1	9130409	97	7249239	7250288	1050	1000	581
2R	NW_023496808.1	9130409	98	7250289	7251330	1042	1000	578
2R	NW_023496808.1	9130409	99	7251331	7252539	1209	1000	485
2R	NW_023496808.1	9130409	100	7252540	7254147	1608	1000	522
2R	NW_023496808.1	9130409	101	7254148	7255172	1025	1000	536
2R	NW_023496808.1	9130409	102	7255173	7256180	1008	1000	528
2R	NW_023496808.1	9130409	103	7256181	7257283	1103	1000	530
2R	NW_023496808.1	9130409	104	7257284	7258297	1014	1000	545
2R	NW_023496808.1	9130409	105	7258298	7260208	1911	1000	587
2R	NW_023496808.1	9130409	106	7260209	7261236	1028	1000	534
2R	NW_023496808.1	9130409	107	7261237	7262386	1150	1000	531
2R	NW_023496808.1	9130409	108	7262387	7263415	1029	1000	540
2R	NW_023496808.1	9130409	109	7263416	7264492	1077	1000	548
2R	NW_023496808.1	9130409	110	7264493	7265561	1069	1000	542
2R	NW_023496808.1	9130409	111	7265562	7266610	1049	1000	521
2R	NW_023496808.1	9130409	112	7266611	7267630	1020	1000	541
2R	NW_023496808.1	9130409	113	7267631	7268753	1123	1000	507
2R	NW_023496808.1	9130409	114	7268754	7269760	1007	1000	535
2R	NW_023496808.1	9130409	115	7269761	7271061	1301	1000	573
2R	NW_023496808.1	9130409	116	7271062	7272093	1032	1000	573
2R	NW_023496808.1	9130409	117	7272094	7273133	1040	1000	583
2R	NW_023496808.1	9130409	118	7273134	7274261	1128	1000	575
2R	NW_023496808.1	9130409	119	7274262	7276491	2230	1000	630
2R	NW_023496808.1	9130409	120	7276492	7277594	1103	1000	569
2R	NW_023496808.1	9130409	121	7277595	7278712	1118	1000	544
2R	NW_023496808.1	9130409	122	7278713	7279861	1149	1000	551
2R	NW_023496808.1	9130409	123	7279862	7280866	1005	1000	576
2L	NW_023496800.1	25589241	0	6643392	6644685	1294	1000	651
2L	NW_023496800.1	25589241	1	6644686	6645764	1079	1000	598
2L	NW_023496800.1	25589241	2	6645765	6646977	1213	1000	704
2L	NW_023496800.1	25589241	3	6646978	6648171	1194	1000	596
2L	NW_023496800.1	25589241	4	6648172	6649649	1478	1000	660
2L	NW_023496800.1	25589241	5	6649650	6651232	1583	1000	701
2L	NW_023496800.1	25589241	6	6651233	6652393	1161	1000	651
2L	NW_023496800.1	25589241	7	6652394	6654277	1884	1000	640
2L	NW_023496800.1	25589241	8	6654278	6655669	1392	1000	645
2L	NW_023496800.1	25589241	9	6655670	6656975	1306	1000	680
2L	NW_023496800.1	25589241	10	6656976	6658422	1447	1000	615
2L	NW_023496800.1	25589241	11	6658423	6659568	1146	1000	607
2L	NW_023496800.1	25589241	12	6659569	6661214	1646	1000	681
2L	NW_023496800.1	25589241	13	6661215	6662513	1299	1000	631
2L	NW_023496800.1	25589241	14	6662514	6663751	1238	1000	594
2L	NW_023496800.1	25589241	15	6663752	6665185	1434	1000	615
2L	NW_023496800.1	25589241	16	6665186	6666913	1728	1000	626
2L	NW_023496800.1	25589241	17	6666914	6668043	1130	1000	645
2L	NW_023496800.1	25589241	18	6668044	6669931	1888	1000	657
2L	NW_023496800.1	25589241	19	6669932	6671642	1711	1000	648
2L	NW_023496800.1	25589241	20	6671643	6674918	3276	1000	671
2L	NW_023496800.1	25589241	21	6674919	6676355	1437	1000	703
2L	NW_023496800.1	25589241	22	6676356	6677422	1067	1000	683
2L	NW_023496800.1	25589241	23	6677423	6678587	1165	1000	674
2L	NW_023496800.1	25589241	24	6678588	6679615	1028	1000	652
2L	NW_023496800.1	25589241	25	6679616	6680642	1027	1000	617
2L	NW_023496800.1	25589241	26	6680643	6681741	1099	1000	697
2L	NW_023496800.1	25589241	27	6681742	6682856	1115	1000	626
2L	NW_023496800.1	25589241	28	6682857	6684003	1147	1000	631
2L	NW_023496800.1	25589241	29	6684004	6685233	1230	1000	685
2L	NW_023496800.1	25589241	30	6685234	6686340	1107	1000	656
2L	NW_023496800.1	25589241	31	6686341	6687560	1220	1000	662
2L	NW_023496800.1	25589241	32	6687561	6689200	1640	1000	720
2L	NW_023496800.1	25589241	33	6689201	6690421	1221	1000	695
2L	NW_023496800.1	25589241	34	6690422	6691590	1169	1000	704
2L	NW_023496800.1	25589241	35	6691591	6692675	1085	1000	686
2L	NW_023496800.1	25589241	36	6692676	6693832	1157	1000	647
2L	NW_023496800.1	25589241	37	6693833	6695140	1308	1000	633
2L	NW_023496800.1	25589241	38	6695141	6696378	1238	1000	685
2L	NW_023496800.1	25589241	39	6696379	6697386	1008	1000	523
2L	NW_023496800.1	25589241	40	6697387	6699004	1618	1000	619
2L	NW_023496800.1	25589241	41	6699005	6700256	1252	1000	673
2L	NW_023496800.1	25589241	42	6700257	6701261	1005	1000	620
2L	NW_023496800.1	25589241	43	6701262	6702611	1350	1000	675
2L	NW_023496800.1	25589241	44	6702612	6703633	1022	1000	625
2L	NW_023496800.1	25589241	45	6703634	6704654	1021	1000	565
2L	NW_023496800.1	25589241	46	6704655	6706230	1576	1000	638
2L	NW_023496800.1	25589241	47	6706231	6707857	1627	1000	583
